,Frequency Hz,Spectrum dBm
0,61.5,-74.22898640431525
1,61.515625,-74.84993381280837
2,61.53125,-76.10769505867556
3,61.546875,-76.69089743352218
4,61.5625,-76.93618491401315
5,61.578125,-76.89204163731175
6,61.59375,-77.10430929375859
7,61.609375,-77.11781827542225
8,61.625,-76.95576118513813
9,61.640625,-76.92248495562373
10,61.65625,-77.03127582452728
11,61.671875,-77.28720484985098
12,61.6875,-77.53879971343375
13,61.703125,-77.51296006633116
14,61.71875,-77.31207318133342
15,61.734375,-76.56355635346648
16,61.75,-75.85792660655403
17,61.765625,-76.65312900185816
18,61.78125,-77.33880180424089
19,61.796875,-77.21561333094417
20,61.8125,-77.20829981689212
21,61.828125,-77.52539513363747
22,61.84375,-77.58664661946754
23,61.859375,-77.55639527932917
24,61.875,-77.4710604926546
25,61.890625,-77.51813391873429
26,61.90625,-77.22608302787306
27,61.921875,-76.84317776646645
28,61.9375,-76.96890448196407
29,61.953125,-77.8447282981771
30,61.96875,-78.29143538351616
31,61.984375,-77.68840692454768
32,62.0,-77.34041187831808
33,62.015625,-78.05904890372845
34,62.03125,-78.36708083254901
35,62.046875,-78.06985119000417
36,62.0625,-77.86664838584257
37,62.078125,-77.6320640212444
38,62.09375,-77.66002252810881
39,62.109375,-78.3282437428623
40,62.125,-79.00097841965798
41,62.140625,-78.94977243858366
42,62.15625,-79.07343979051782
43,62.171875,-79.53748440897292
44,62.1875,-79.40113728581078
45,62.203125,-79.2129793254309
46,62.21875,-79.11229674711198
47,62.234375,-78.91699155803438
48,62.25,-78.8918484578251
49,62.265625,-79.00382524407026
50,62.28125,-78.65768370358407
51,62.296875,-78.31332780508437
52,62.3125,-78.31492292024981
53,62.328125,-78.25475456558216
54,62.34375,-78.48015991372249
55,62.359375,-78.14296548932592
56,62.375,-77.98329003764901
57,62.390625,-78.18866420663119
58,62.40625,-78.2898291380758
59,62.421875,-78.1432770506004
60,62.4375,-78.29903813146237
61,62.453125,-78.30828267317375
62,62.46875,-78.2831938617733
63,62.484375,-78.41362949521003
64,62.5,-78.66034914886725
65,62.515625,-78.91387865343113
66,62.53125,-78.74262397771193
67,62.546875,-78.44447030002671
68,62.5625,-77.98080217370344
69,62.578125,-78.12607996028538
70,62.59375,-78.67039459808319
71,62.609375,-78.58446124878556
72,62.625,-78.20504864188237
73,62.640625,-77.87636335329357
74,62.65625,-78.00581090975867
75,62.671875,-78.11267587083236
76,62.6875,-77.77874321818453
77,62.703125,-77.94710482911799
78,62.71875,-78.29234629655124
79,62.734375,-77.86009183327931
80,62.75,-76.95883837091162
81,62.765625,-77.18556781061527
82,62.78125,-77.73545232267169
83,62.796875,-78.11891749654049
84,62.8125,-77.8165668207606
85,62.828125,-77.65634420717471
86,62.84375,-77.874419792671
87,62.859375,-78.13507446799225
88,62.875,-78.11147339637846
89,62.890625,-77.80945966079159
90,62.90625,-77.49037344969705
91,62.921875,-77.6055917857062
92,62.9375,-77.61370370574659
93,62.953125,-76.79076909435516
94,62.96875,-67.90544499784426
95,62.984375,-58.43141779971067
96,63.0,-55.173606515729674
97,63.015625,-58.42884677854729
98,63.03125,-68.54149148267368
99,63.046875,-78.25499519706197
100,63.0625,-78.13628146556385
101,63.078125,-77.19616150561394
102,63.09375,-75.79191011985763
103,63.109375,-76.59573040161862
104,63.125,-73.91847873057614
105,63.140625,-70.00026116212186
106,63.15625,-65.57334618162933
107,63.171875,-61.0752559283256
108,63.1875,-56.700760910473505
109,63.203125,-52.66700821393124
110,63.21875,-48.76781414728158
111,63.234375,-44.92768877570687
112,63.25,-42.28504726723328
113,63.265625,-42.65581220411066
114,63.28125,-45.37541366527021
115,63.296875,-49.290123938203486
116,63.3125,-53.98463544926652
117,63.328125,-58.051034735533264
118,63.34375,-61.71649775643588
119,63.359375,-65.29719637204167
120,63.375,-69.45408223441711
121,63.390625,-72.1653492583855
122,63.40625,-74.78287917623464
123,63.421875,-76.83536228567178
124,63.4375,-78.47298281069746
125,63.453125,-80.09329192543039
126,63.46875,-80.5444170626391
127,63.484375,-80.51540588543503
128,63.5,-80.33427857326076
129,63.515625,-80.41033682359202
130,63.53125,-80.84961706197359
131,63.546875,-81.268303967487
132,63.5625,-81.30018810444997
133,63.578125,-81.13263424212735
134,63.59375,-80.91650583894315
135,63.609375,-81.19921853733128
136,63.625,-81.48504830210729
137,63.640625,-81.41563828991761
138,63.65625,-81.07674049893072
139,63.671875,-81.0232525074681
140,63.6875,-80.96571477672387
141,63.703125,-81.15541192800413
142,63.71875,-81.17188175466302
143,63.734375,-78.22292508266422
144,63.75,-75.95148079860846
145,63.765625,-77.82920690293452
146,63.78125,-80.9768645167894
147,63.796875,-81.05881280433752
148,63.8125,-80.43466357036934
